feature_code,date_code,units,value,region_of_residence,breakdown_of_domestic_tourism,local_authority
S12000020,2010-2012,Thousand Nights,401,England,Nights,Moray
S12000020,2011-2013,Thousand Nights,498,Scotland,Nights,Moray
S12000020,2012-2014,Thousand Nights,341,England,Nights,Moray
S12000020,2011-2013,million pounds (GBP),16,England,Expenditure,Moray
S12000020,2012-2014,million pounds (GBP),16,England,Expenditure,Moray
S12000020,2010-2012,million pounds (GBP),12,England,Expenditure,Moray
S12000020,2013-2015,million pounds (GBP),60,All of GB,Expenditure,Moray
S12000020,2015-2017,Thousand Visits,95,Scotland,Visits,Moray
S12000020,2017-2019,Thousand Nights,315,England,Nights,Moray
S12000020,2009-2011,Thousand Visits,81,England,Visits,Moray
S12000020,2012-2014,Thousand Visits,274,All of GB,Visits,Moray
S12000020,2013-2015,million pounds (GBP),23,England,Expenditure,Moray
S12000020,2016-2018,million pounds (GBP),19,England,Expenditure,Moray
S12000020,2017-2019,million pounds (GBP),12,England,Expenditure,Moray
S12000020,2015-2017,million pounds (GBP),20,England,Expenditure,Moray
S12000020,2013-2015,Thousand Nights,421,England,Nights,Moray
S12000020,2012-2014,Thousand Visits,61,England,Visits,Moray
S12000020,2012-2014,Thousand Nights,762,Scotland,Nights,Moray
S12000020,2014-2016,Thousand Nights,277,England,Nights,Moray
S12000020,2009-2011,million pounds (GBP),17,England,Expenditure,Moray
S12000020,2016-2018,million pounds (GBP),29,All of GB,Expenditure,Moray
S12000020,2010-2012,Thousand Visits,154,Scotland,Visits,Moray
S12000020,2014-2016,Thousand Visits,60,England,Visits,Moray
S12000020,2017-2019,million pounds (GBP),25,All of GB,Expenditure,Moray
S12000020,2011-2013,Thousand Nights,466,England,Nights,Moray
S12000020,2011-2013,million pounds (GBP),47,All of GB,Expenditure,Moray
S12000021,2013-2015,million pounds (GBP),59,All of GB,Expenditure,North Ayrshire
S12000021,2011-2013,Thousand Visits,177,Scotland,Visits,North Ayrshire
S12000021,2010-2012,Thousand Nights,904,England,Nights,North Ayrshire
S12000021,2009-2011,Thousand Visits,90,England,Visits,North Ayrshire
S12000021,2009-2011,million pounds (GBP),60,All of GB,Expenditure,North Ayrshire
S12000021,2013-2015,million pounds (GBP),18,England,Expenditure,North Ayrshire
S12000021,2015-2017,Thousand Nights,366,England,Nights,North Ayrshire
S12000021,2012-2014,Thousand Visits,207,Scotland,Visits,North Ayrshire
S12000021,2013-2015,Thousand Visits,223,Scotland,Visits,North Ayrshire
S12000021,2016-2018,Thousand Nights,329,England,Nights,North Ayrshire
S12000021,2012-2014,Thousand Nights,929,All of GB,Nights,North Ayrshire
S12000021,2014-2016,Thousand Visits,288,All of GB,Visits,North Ayrshire
S12000021,2015-2017,million pounds (GBP),33,England,Expenditure,North Ayrshire
S12000021,2017-2019,Thousand Visits,176,Scotland,Visits,North Ayrshire
S12000021,2015-2017,Thousand Visits,165,Scotland,Visits,North Ayrshire
S12000021,2017-2019,Thousand Nights,734,All of GB,Nights,North Ayrshire
S12000021,2017-2019,million pounds (GBP),30,Scotland,Expenditure,North Ayrshire
S12000021,2017-2019,million pounds (GBP),42,All of GB,Expenditure,North Ayrshire
S12000021,2017-2019,Thousand Visits,48,England,Visits,North Ayrshire
S12000021,2013-2015,Thousand Visits,280,All of GB,Visits,North Ayrshire
S12000021,2010-2012,million pounds (GBP),21,Scotland,Expenditure,North Ayrshire
S12000021,2016-2018,million pounds (GBP),25,England,Expenditure,North Ayrshire
S12000021,2016-2018,million pounds (GBP),55,All of GB,Expenditure,North Ayrshire
S12000021,2014-2016,Thousand Visits,89,England,Visits,North Ayrshire
S12000021,2012-2014,million pounds (GBP),19,England,Expenditure,North Ayrshire
S12000021,2015-2017,million pounds (GBP),66,All of GB,Expenditure,North Ayrshire
S12000021,2014-2016,Thousand Visits,198,Scotland,Visits,North Ayrshire
S12000021,2015-2017,Thousand Visits,266,All of GB,Visits,North Ayrshire
S12000021,2012-2014,Thousand Visits,78,England,Visits,North Ayrshire
S12000021,2014-2016,million pounds (GBP),39,Scotland,Expenditure,North Ayrshire
S12000021,2011-2013,Thousand Visits,94,England,Visits,North Ayrshire
S12000021,2015-2017,Thousand Visits,101,England,Visits,North Ayrshire
S12000021,2014-2016,million pounds (GBP),28,England,Expenditure,North Ayrshire
S12000021,2012-2014,million pounds (GBP),53,All of GB,Expenditure,North Ayrshire
S12000021,2010-2012,Thousand Nights,1361,All of GB,Nights,North Ayrshire
S12000021,2017-2019,Thousand Visits,224,All of GB,Visits,North Ayrshire
S12000021,2010-2012,Thousand Visits,104,England,Visits,North Ayrshire
S12000021,2009-2011,million pounds (GBP),24,Scotland,Expenditure,North Ayrshire
S12000021,2010-2012,Thousand Visits,260,All of GB,Visits,North Ayrshire
S12000021,2011-2013,Thousand Nights,546,England,Nights,North Ayrshire
S12000021,2016-2018,Thousand Nights,840,All of GB,Nights,North Ayrshire
S12000021,2015-2017,million pounds (GBP),33,Scotland,Expenditure,North Ayrshire
S12000021,2014-2016,Thousand Nights,679,Scotland,Nights,North Ayrshire
S12000021,2012-2014,million pounds (GBP),32,Scotland,Expenditure,North Ayrshire
S12000021,2013-2015,Thousand Visits,57,England,Visits,North Ayrshire
S12000021,2011-2013,Thousand Nights,1071,All of GB,Nights,North Ayrshire
S12000021,2009-2011,Thousand Visits,283,All of GB,Visits,North Ayrshire
S12000021,2013-2015,Thousand Nights,739,Scotland,Nights,North Ayrshire
S12000021,2012-2014,Thousand Nights,309,England,Nights,North Ayrshire
S12000021,2011-2013,million pounds (GBP),26,Scotland,Expenditure,North Ayrshire
S12000021,2009-2011,Thousand Nights,1565,All of GB,Nights,North Ayrshire
S12000021,2009-2011,Thousand Nights,639,Scotland,Nights,North Ayrshire
S12000021,2017-2019,million pounds (GBP),12,England,Expenditure,North Ayrshire
S12000021,2013-2015,million pounds (GBP),41,Scotland,Expenditure,North Ayrshire
S12000021,2015-2017,Thousand Nights,992,All of GB,Nights,North Ayrshire
S12000021,2013-2015,Thousand Nights,934,All of GB,Nights,North Ayrshire
S12000021,2012-2014,Thousand Visits,288,All of GB,Visits,North Ayrshire
S12000021,2016-2018,Thousand Visits,164,Scotland,Visits,North Ayrshire
S12000021,2014-2016,Thousand Nights,1026,All of GB,Nights,North Ayrshire
S12000021,2017-2019,Thousand Nights,164,England,Nights,North Ayrshire
S12000021,2016-2018,million pounds (GBP),30,Scotland,Expenditure,North Ayrshire
S12000021,2010-2012,Thousand Visits,150,Scotland,Visits,North Ayrshire
S12000021,2015-2017,Thousand Nights,626,Scotland,Nights,North Ayrshire
S12000021,2009-2011,million pounds (GBP),36,England,Expenditure,North Ayrshire
S12000021,2013-2015,Thousand Nights,195,England,Nights,North Ayrshire
S12000021,2012-2014,Thousand Nights,597,Scotland,Nights,North Ayrshire
S12000021,2010-2012,million pounds (GBP),63,All of GB,Expenditure,North Ayrshire
S12000021,2010-2012,million pounds (GBP),41,England,Expenditure,North Ayrshire
S12000021,2011-2013,million pounds (GBP),60,All of GB,Expenditure,North Ayrshire
S12000021,2016-2018,Thousand Nights,511,Scotland,Nights,North Ayrshire
S12000021,2017-2019,Thousand Nights,570,Scotland,Nights,North Ayrshire
S12000021,2011-2013,Thousand Nights,502,Scotland,Nights,North Ayrshire
S12000021,2014-2016,million pounds (GBP),68,All of GB,Expenditure,North Ayrshire
S12000021,2011-2013,Thousand Visits,274,All of GB,Visits,North Ayrshire
S12000021,2014-2016,Thousand Nights,347,England,Nights,North Ayrshire
S12000021,2016-2018,Thousand Visits,246,All of GB,Visits,North Ayrshire
S12000021,2011-2013,million pounds (GBP),33,England,Expenditure,North Ayrshire
S12000021,2009-2011,Thousand Visits,190,Scotland,Visits,North Ayrshire
S12000021,2009-2011,Thousand Nights,905,England,Nights,North Ayrshire
S12000021,2010-2012,Thousand Nights,414,Scotland,Nights,North Ayrshire
S12000021,2016-2018,Thousand Visits,82,England,Visits,North Ayrshire
S12000023,2016-2018,million pounds (GBP),46,All of GB,Expenditure,Orkney Islands
S12000023,2009-2011,million pounds (GBP),11,England,Expenditure,Orkney Islands
S12000023,2010-2012,Thousand Nights,456,All of GB,Nights,Orkney Islands
S12000023,2013-2015,Thousand Nights,243,England,Nights,Orkney Islands
S12000023,2009-2011,Thousand Nights,380,All of GB,Nights,Orkney Islands
S12000023,2010-2012,million pounds (GBP),12,England,Expenditure,Orkney Islands
S12000023,2012-2014,Thousand Nights,355,England,Nights,Orkney Islands
S12000023,2014-2016,million pounds (GBP),16,England,Expenditure,Orkney Islands
S12000023,2013-2015,Thousand Nights,327,All of GB,Nights,Orkney Islands
S12000023,2016-2018,million pounds (GBP),24,England,Expenditure,Orkney Islands
S12000023,2015-2017,million pounds (GBP),20,England,Expenditure,Orkney Islands
S12000023,2017-2019,million pounds (GBP),23,England,Expenditure,Orkney Islands
S12000023,2010-2012,million pounds (GBP),10,Scotland,Expenditure,Orkney Islands
S12000023,2012-2014,million pounds (GBP),19,England,Expenditure,Orkney Islands
S12000023,2011-2013,million pounds (GBP),15,England,Expenditure,Orkney Islands
S12000023,2016-2018,Thousand Nights,507,All of GB,Nights,Orkney Islands
S12000023,2016-2018,million pounds (GBP),22,Scotland,Expenditure,Orkney Islands
S12000023,2015-2017,Thousand Nights,428,All of GB,Nights,Orkney Islands
S12000023,2013-2015,million pounds (GBP),21,All of GB,Expenditure,Orkney Islands
S12000023,2015-2017,million pounds (GBP),40,All of GB,Expenditure,Orkney Islands
S12000023,2014-2016,million pounds (GBP),32,All of GB,Expenditure,Orkney Islands
S12000023,2011-2013,million pounds (GBP),24,All of GB,Expenditure,Orkney Islands
S12000023,2011-2013,Thousand Nights,457,All of GB,Nights,Orkney Islands
S12000023,2011-2013,Thousand Nights,297,England,Nights,Orkney Islands
S12000023,2009-2011,million pounds (GBP),25,All of GB,Expenditure,Orkney Islands
S12000023,2010-2012,Thousand Nights,238,England,Nights,Orkney Islands
S12000023,2010-2012,million pounds (GBP),22,All of GB,Expenditure,Orkney Islands
S12000023,2013-2015,million pounds (GBP),17,England,Expenditure,Orkney Islands
S12000023,2012-2014,Thousand Nights,177,Scotland,Nights,Orkney Islands
S12000023,2011-2013,million pounds (GBP),9,Scotland,Expenditure,Orkney Islands
S12000023,2017-2019,Thousand Nights,533,All of GB,Nights,Orkney Islands
S12000023,2014-2016,Thousand Nights,378,All of GB,Nights,Orkney Islands
S12000023,2012-2014,million pounds (GBP),28,All of GB,Expenditure,Orkney Islands
S12000023,2015-2017,million pounds (GBP),20,Scotland,Expenditure,Orkney Islands
S12000023,2017-2019,million pounds (GBP),15,Scotland,Expenditure,Orkney Islands
S12000023,2013-2015,million pounds (GBP),3,Scotland,Expenditure,Orkney Islands
S12000023,2012-2014,million pounds (GBP),9,Scotland,Expenditure,Orkney Islands
S12000023,2010-2012,Thousand Nights,218,Scotland,Nights,Orkney Islands
S12000023,2015-2017,Thousand Nights,217,England,Nights,Orkney Islands
S12000023,2014-2016,million pounds (GBP),15,Scotland,Expenditure,Orkney Islands
S12000023,2017-2019,million pounds (GBP),38,All of GB,Expenditure,Orkney Islands
S12000023,2009-2011,million pounds (GBP),14,Scotland,Expenditure,Orkney Islands
S12000023,2011-2013,Thousand Nights,158,Scotland,Nights,Orkney Islands
S12000023,2017-2019,Thousand Nights,217,England,Nights,Orkney Islands
S12000023,2017-2019,Thousand Visits,40,England,Visits,Orkney Islands
S12000023,2016-2018,Thousand Nights,249,Scotland,Nights,Orkney Islands
S12000023,2013-2015,Thousand Visits,30,England,Visits,Orkney Islands
S12000023,2011-2013,Thousand Visits,70,All of GB,Visits,Orkney Islands
S12000023,2015-2017,Thousand Visits,75,All of GB,Visits,Orkney Islands
S12000023,2014-2016,Thousand Nights,132,Scotland,Nights,Orkney Islands
S12000023,2011-2013,Thousand Visits,34,Scotland,Visits,Orkney Islands
S12000023,2017-2019,Thousand Visits,92,All of GB,Visits,Orkney Islands
S12000023,2015-2017,Thousand Visits,44,England,Visits,Orkney Islands
S12000023,2013-2015,Thousand Visits,18,Scotland,Visits,Orkney Islands
S12000023,2012-2014,Thousand Visits,36,England,Visits,Orkney Islands
S12000023,2017-2019,Thousand Nights,316,Scotland,Nights,Orkney Islands
S12000023,2015-2017,Thousand Nights,211,Scotland,Nights,Orkney Islands
S12000023,2010-2012,Thousand Visits,43,Scotland,Visits,Orkney Islands
S12000023,2009-2011,Thousand Visits,37,England,Visits,Orkney Islands
S12000023,2012-2014,Thousand Visits,36,Scotland,Visits,Orkney Islands
S12000023,2016-2018,Thousand Visits,41,Scotland,Visits,Orkney Islands
S12000023,2013-2015,Thousand Visits,51,All of GB,Visits,Orkney Islands
S12000023,2012-2014,Thousand Visits,76,All of GB,Visits,Orkney Islands
S12000023,2016-2018,Thousand Visits,96,All of GB,Visits,Orkney Islands
S12000023,2016-2018,Thousand Nights,258,England,Nights,Orkney Islands
S12000023,2014-2016,Thousand Nights,246,England,Nights,Orkney Islands
S12000023,2009-2011,Thousand Visits,37,Scotland,Visits,Orkney Islands
S12000023,2011-2013,Thousand Visits,33,England,Visits,Orkney Islands
S12000023,2014-2016,Thousand Visits,40,England,Visits,Orkney Islands
S12000023,2016-2018,Thousand Visits,55,England,Visits,Orkney Islands
S12000023,2014-2016,Thousand Visits,25,Scotland,Visits,Orkney Islands
S12000023,2010-2012,Thousand Visits,71,All of GB,Visits,Orkney Islands
